"x","y","theta","k","s"
-312.3211424253301,-170.96511212092855,1.9734069107393997,-0.01834482311274565,706.7865735925699
-314.37722895109647,-165.28812253474567,1.8633204260003715,-0.018189290233581245,712.8274844779764
-315.79690340240506,-159.41957922495155,1.752613844186415,-0.01855925380335773,718.868395363383
-316.55018285577125,-153.42913477875953,1.6383112484170403,-0.019385200719058467,724.9093062487897
-316.5997552064097,-147.39199008649751,1.5200418642256337,-0.018830234584076514,730.9502171341962
-315.9673329988332,-141.38709326529755,1.4146590667952608,-0.0158983383250607,736.9911280196028
-314.75987889916274,-135.4700495971094,1.327350727004259,-0.012911506812398117,743.0320389050094
-313.09213038287436,-129.6651954011777,1.2574757570149337,-0.010163101725176144,749.0729497904159
-311.06838103960445,-123.97414298981317,1.2032483665796254,-0.007746765854996887,755.1138606758225
-308.77804371171675,-118.38469422403035,1.162675986799492,-0.005645038488806616,761.1547715612292
-306.29627992881797,-112.87734012563412,1.1340331231052039,-0.003794659170190337,767.1956824466357
-303.6871688760032,-107.42902375769935,1.1160190918513522,-0.0021195404631704218,773.2365933320423
-301.0070569115315,-102.01520862056435,1.1077993953424035,-0.0005436285117878908,779.2775042174488
-298.307996646446,-96.61079660039496,1.108988994640847,0.001006644929191819,785.3184151028554
-295.64087186810104,-91.19058435549157,1.1196427804184539,0.0026038942174105113,791.359325988262
-293.05854318981517,-85.72955095964102,1.1402611881557565,0.004322319808728195,797.4002368736686
-290.6189787088283,-80.2034223993357,1.1717948652998262,0.006238387196867614,803.4411477590752
-288.38875159821094,-74.58979405494756,1.2156590857964924,0.008426228738842986,809.4820586444818
-286.446349219954,-68.87057768790083,1.2736692224246564,0.010940134675996402,815.5229695298883
-284.8851615941346,-63.036319916012545,1.3478311566796337,0.013773477038717969,821.5638804152949
-283.81274960830444,-57.09352403703318,1.4397457417377768,0.01678371391879754,827.6047913007014
-283.34489777794954,-51.073808216990706,1.549556448470227,0.01960676374247229,833.6457021861081
-283.5672341391526,-45.04023000381199,1.6623511010094567,0.016732231034362503,839.6866130715147
-284.3994826765182,-39.058957558550354,1.7517027655724478,0.01271053929609182,845.7275239569212
-285.69189539078735,-33.15903153522862,1.8174049822044236,0.008952537808669682,851.7684348423278
-287.30517925764013,-27.338035661245673,1.8614880059325658,0.005564899628519015,857.8093457277344
-289.1164015754284,-21.575204035287744,1.8860250054771157,0.0024695520168280852,863.850256613141
-291.01598885240736,-15.8407437907148,1.8923591541179752,-0.0004834276894567747,869.8911674985476
-292.90084527812263,-10.101449124482876,1.8808639956222473,-0.0034643496088771295,875.9320783839541
-294.66670261664103,-4.324633576918742,1.8508676066796779,-0.006640139961466068,881.9729892693607
-296.2010142104386,1.517531525681964,1.8012222596816139,-0.009537299512069029,888.0139001547673
-297.4022266225739,7.43682136123162,1.7392833447011817,-0.011036115459214475,894.0548110401738
-298.2074942953841,13.422535436222926,1.6682441323848134,-0.012533362752418667,900.0957219255805
-298.55902031141085,19.45160151996762,1.588441065134741,-0.013908423630789184,906.1366328109871
-298.4050625246498,25.488621488649233,1.5010552585856958,-0.015005492679365687,912.1775436963936
-297.7073639627372,31.486919332224677,1.4082318426277567,-0.01566930621947976,918.2184545818002
-296.44761920787363,37.39267978502707,1.3129206108500229,-0.0157984417223312,924.2593654672067
-294.63229615406345,43.15201789800198,1.2184148127504524,-0.015389224686041852,930.3002763526133
-292.2909485922306,48.71848841367584,1.1277287897064034,-0.014536771970913465,936.34118723802
-289.4754996016043,54.06131488812072,1.0467657041666958,-0.011862515717136533,942.3820981234265
-286.28073887933346,59.18709542868891,0.9826602392609268,-0.009349497746725187,948.4230090088331
-282.79860275846505,64.12263531619773,0.9320730472054111,-0.007384550801373319,954.4639198942397
-279.0974611879486,68.89644861567365,0.8920976059377136,-0.00583301538248428,960.5048307796462
-275.22869102938245,73.53565094439215,0.8605673789366013,-0.004585266509088171,966.5457416650528
-271.23152474012727,78.0648247658999,0.8359036717158718,-0.003558335336844302,972.5866525504595
-267.13689775710935,82.50616925594079,0.8169578803068583,-0.0026902373324018776,978.627563435866
-262.96977518522215,86.87962241676097,0.8029135578342418,-0.0019345704859695056,984.6684743212726
-258.7511540708755,91.20345772369724,0.7931968782257779,-0.0012554638779824533,990.7093852066791
-254.49927597207537,95.49461550318347,0.7874334568685494,-0.0006241445480510969,996.7502960920857
-250.23076231401254,99.7692362122938,0.7854048412826761,-1.7913197609169302e-5,1002.7912069774923
-245.95919399924682,104.04080600075312,0.7853981633974483,0.0,1008.8321178628989
-241.68762494763223,108.31237505236774,0.7853981633974483,0.0,1014.8730287483055
-237.4160558960176,112.58394410398233,0.7853981633974483,0.0,1020.9139396337121
-233.14448684440293,116.85551315559705,0.7853981633974483,0.0,1026.9548505191187
-228.8729177927884,121.12708220721156,0.7853981633974483,0.0,1032.9957614045252
-224.60134874117372,125.39865125882625,0.7853981633974483,0.0,1039.0366722899319
-220.32977968955916,129.67022031044075,0.7853981633974483,0.0,1045.0775831753383
-216.05821063794448,133.94178936205546,0.7853981633974483,0.0,1051.118494060745
-211.78664158632995,138.21335841367005,0.7853981633974483,0.0,1057.1594049461514
-207.5150725347152,142.4849274652848,0.7853981633974483,0.0,1063.200315831558
-203.24350348310054,146.75649651689946,0.7853981633974483,0.0,1069.2412267169648
-198.9718970394051,151.0280281739691,0.7852912792903212,-0.0001620787126529258,1075.2821376023712
-194.69539127721376,155.2946520940173,0.7825758021684518,-0.0007736010498070333,1081.323048487778
-190.39937388399446,159.54161693117481,0.7760946479201465,-0.0014138588359879306,1087.3639593731843
-186.06759331043622,163.75207354329783,0.7656038227843959,-0.002108177756464218,1093.404870258591
-181.682895125138,167.9073529376213,0.7506943716044215,-0.002886658212702182,1099.4457811439977
-177.2267369452961,171.98583861159662,0.7307523654895408,-0.0037871723668451355,1105.4866920294041
-172.67875817929814,175.9615718053121,0.7049040612930022,-0.004859186474190364,1111.5276029148108
-168.01638580553845,179.80234888895052,0.6719333900563231,-0.006168690653727646,1117.5685138002173
-163.21451916473956,183.46695879962147,0.6301624614577057,-0.007804093461087205,1123.609424685624
-158.24567049322422,186.9012947621284,0.5772991938183705,-0.009880793871993096,1129.6503355710306
-153.0812548791815,190.0330347619384,0.5102795363328392,-0.012536502997671757,1135.691246456437
-147.69581141472386,192.76580060643778,0.42629859274148946,-0.014988008949830342,1141.7321573418437
-142.08677634540405,195.00268872450687,0.3309283726268628,-0.01670380994325706,1147.7730682272502
-136.28164093140305,196.66355369568225,0.2243843564055201,-0.018695184878156274,1153.8139791126569
-130.32716047138138,197.6602881194198,0.10506275042218519,-0.02092828668000484,1159.8548899980633
-124.29545529417943,197.89943366717654,-0.028179111821464802,-0.02327140568409997,1165.89580088347
-118.2905191730134,197.2931450805988,-0.17526901182219537,-0.025443301906368555,1171.9367117688766
-112.4493216788555,195.77777693011316,-0.33397246263188385,-0.027014018662840027,1177.977622654283
-106.93082683331977,193.3373934355338,-0.4993002071314782,-0.02753660087870462,1184.0185335396898
-101.88867071714279,190.0224820522182,-0.6611381302537334,-0.024617167118940277,1190.0594444250962
-97.39073308492279,185.99656555112364,-0.7933370893468483,-0.019025938614387842,1196.100355310503
-93.38746095333566,181.47598370511665,-0.8938438683702027,-0.014241129402044942,1202.1412661959096
-89.79156689811008,176.62364132745884,-0.9684460247762358,-0.01046852747127396,1208.182177081316
-86.51343479333688,171.55043030398363,-1.0228227471713196,-0.007536467426278455,1214.2230879667227
-83.47263056458166,166.33108257864265,-1.0613645976323287,-0.005209404899145519,1220.2639988521291
-80.5999648699522,161.0171034238779,-1.0871085971097338,-0.003284846527402691,1226.3049097375358
-77.8351420358481,155.64609994752055,-1.1020043398763453,-0.0016034663673015698,1232.3458206229423
-75.12389974931489,150.24779606954894,-1.1071367186003247,-3.729436257830771e-5,1238.386731508349
-72.4149835102904,144.84832228392858,-1.1028713749992705,0.0015259904596931556,1244.4276423937556
-69.65727242447832,139.47365621617553,-1.0889050664211601,0.0031982392813575205,1250.468553279162
-66.7968882349743,134.15304087987522,-1.0642220407370655,0.005106014464188193,1256.5094641645687
-63.77423792650353,128.92313070340893,-1.0269624487623863,0.007406093049425302,1262.5503750499752
-60.521033652568306,123.83384774067584,-0.9741982347325603,0.010297863560377934,1268.5912859353818
-56.9579281748329,118.95728347690401,-0.9016718933204663,0.014015120859866722,1274.6321968207885
-52.995923973768036,114.40030915941378,-0.8038031264443806,0.018737571361963412,1280.673107706195
-48.54627406184415,110.3207875696804,-0.6746849219306478,0.024295932752292537,1286.7140185916016
-43.55441332022994,106.93018694735153,-0.5163081363349976,0.026121043584532166,1292.754929477008
-38.09598832568778,104.3548339227355,-0.36941709053559757,0.02213539439827812,1298.7958403624148
-32.3410090725569,102.53030788902772,-0.24933576251279815,0.01744355062956552,1304.8367512478214
-26.423785160281874,101.324838478959,-0.1570475830221804,0.013045716974010262,1310.877662133228
-20.42846442789241,100.59348871972082,-0.089523109480542,0.00927952498384154,1316.9185730186346
-14.400710673012805,100.203382048448,-0.0429442623518071,0.006110173123495477,1322.959483904041
-8.36223907605182,100.03928154388562,-0.014152526693636569,0.003373516883057401,1329.0003947894477
-2.3214944902466113,100.00083949791228,-0.0010810142283439134,0.0008830624652390115,1335.0413056748541
3.719413269354668,100.00343570668998,0.002773376529421736,0.0015422460120158537,1341.0822165602608
9.759964386400762,100.06259473814295,0.019358706704876428,0.004080215526071963,1347.1231274456675
15.797057805301607,100.26960192203022,0.05204055658686605,0.006913543103397802,1353.164038331074
21.819900543637836,100.72787181529704,0.103154983947361,0.010227338542256102,1359.2049492164806
27.80236257353126,101.55646043802618,0.17606278449354285,0.014165679377758358,1365.245860101887
33.691236009258546,102.89219847478934,0.27459443769320685,0.018694533975841067,1371.2867709872937
39.39143425707511,104.88003514659,0.4011985117352209,0.023323692452403823,1377.3276818727004
44.75708388133592,107.64260792279826,0.5533722709898763,0.026873494607921045,1383.3685927581068
49.62325180088295,111.21192246367974,0.7075825531702354,0.02276762699350125,1389.4095036435135
53.953027130244465,115.41914812641187,0.8290260805104501,0.017368465452680393,1395.45041452892
57.81460345139964,120.06192459059041,0.920488759280001,0.012916245756558671,1401.4913254143266
61.298319672893356,124.99573381190913,0.9879864571090845,0.009440786213069072,1407.532236299733
64.49154463199586,130.1229801211714,1.0368364866764166,0.006729075774718694,1413.5731471851398
67.47093359355775,135.37772008585293,1.0709683582814618,0.0045520095262494105,1419.6140580705464
70.30253618046156,140.71374330085666,1.0930419086274894,0.002721570837673502,1425.6549689559529
73.04430805006865,146.096574735129,1.1047009361716225,0.0010903611249571123,1431.6958798413596
75.7492479207272,151.49804555078302,1.106788978983576,-0.00046289868082545943,1437.736790726766
78.46826171558632,156.8924315627014,1.099454275667095,-0.002048752242085855,1443.7777016121727
81.25305621460377,162.25308546140295,1.0821715337016784,-0.0037821521202880924,1449.8186124975794
84.15896205288429,167.54891821476443,1.0536768495420203,-0.005797585901980344,1455.8595233829858
87.24817289625717,172.73968368502793,1.0117845566121746,-0.008264924658267352,1461.9004342683925
90.59228268306254,177.76950366889105,0.9531695178094333,-0.01139740526919815,1467.941345153799
94.27418239788153,182.5566492988048,0.8731200984618682,-0.015427713376693485,1473.9822560392056
98.38478674221335,186.97937544995062,0.7657394651928431,-0.0204702600972952,1480.0231669246123
103.00694653599417,190.8611938465109,0.6256630216990902,-0.02612568942712688,1486.0640778100187
108.16676056243638,193.99019758303783,0.466265646702878,-0.024999290198329555,1492.1049886954254
113.73871393455683,196.31124153073526,0.32750636997334526,-0.02063319544060341,1498.1458995808318
119.55830341027296,197.9198229349021,0.21657957031634895,-0.015962909006318565,1504.1868104662385
125.50779082419882,198.95654109199674,0.13271000999188198,-0.011756801805627786,1510.227721351645
131.51716406826867,199.56394478808105,0.07235577508809628,-0.008196973576799693,1516.2686322370516
137.54993714001407,199.86930359078397,0.03181537763542512,-0.00518749720253758,1522.3095431224583
143.58964984589002,199.9823596133675,0.008276104240497656,-0.002550714228601047,1528.3504540078648
149.63051698309235,199.9999956415374,2.9847726807828248e-5,-0.00010079757749053165,1534.3913648932714
155.6714278684469,199.99999999999994,0.0,0.0,1540.4322757786779
161.71233875385354,199.99999999999997,0.0,0.0,1546.4731866640846
167.75324963926025,200.0,0.0,0.0,1552.5140975494912
173.79416052466667,200.0,0.0,0.0,1558.5550084348977
179.8350714100734,200.0,0.0,0.0,1564.5959193203043
185.87598229547982,199.99999999999997,0.0,0.0,1570.6368302057108
191.91689318088646,200.0,0.0,0.0,1576.6777410911175
197.95780406629297,200.0,0.0,0.0,1582.718651976524
203.99871495169967,200.00000000000003,0.0,0.0,1588.7595628619306
210.03962583710634,200.0,0.0,0.0,1594.8004737473373
216.08053672251287,200.00000000000003,0.0,0.0,1600.8413846327437
222.12144760791952,200.0,0.0,0.0,1606.8822955181504
228.16235849332608,200.0,0.0,0.0,1612.9232064035568
234.2032693787328,200.0,0.0,0.0,1618.9641172889635
240.24418026413946,200.00000000000006,0.0,0.0,1625.0050281743702
246.28509114954574,200.0,0.0,0.0,1631.0459390597766
252.32600203494871,199.9999988620853,-1.0445194989625108e-5,-0.00010483359827930815,1637.0868499451833
258.3668948857392,199.98874450708539,-0.005319630109075243,-0.0016972783914323431,1643.1277608305898
264.40732653484974,199.91708205134466,-0.01991085955016293,-0.003194171107028026,1649.1686717159964
270.44520159136374,199.7300958920643,-0.04351941315404794,-0.0046988549499210035,1655.2095826014029
276.4752641836054,199.37283032461136,-0.07643846254125428,-0.006293256217551895,1661.2504934868095
282.4872868396474,198.78755235967813,-0.11941299503218404,-0.008045029514603714,1667.2914043722162
288.4636435894305,197.91186045275842,-0.17355001255215194,-0.010004382863685534,1673.3323152576227
294.37601221851986,196.67777214476624,-0.24018094120149683,-0.01218812918718627,1679.3732261430293
300.18148846853103,195.01362460824296,-0.32055594124041875,-0.01454666379334739,1685.4141370284358
305.81855136996217,192.84825604697667,-0.41533889524574874,-0.01691833340393284,1691.4550479138425
311.2074554637394,190.1246383391928,-0.5207939278686999,-0.017114444687222424,1697.4959587992491
316.28735153272015,186.8600971141686,-0.6201739932730291,-0.015737191103178436,1703.5368696846556
321.03384624365384,183.12673460799869,-0.7115050682455151,-0.014471884957766594,1709.5777805700623
325.4354471044909,178.9918959549941,-0.7957167739633704,-0.013397345374619483,1715.6186914554687
329.48748356908993,174.51362748307787,-0.8740889987238375,-0.012552597234386573,1721.6596023408754
333.1876489950544,169.7402914186944,-0.9480692980412609,-0.011956780499271812,1727.700513226282
336.53270745531944,164.71159437466056,-1.0192037125708198,-0.011625132770416968,1733.7414241116885
339.5158405659779,159.46005902184606,-1.0891510069340242,-0.011581711030143707,1739.7823349970952
342.1237178980465,154.01245356183367,-1.1597706063649154,-0.011872151630204086,1745.8232458825016
344.33383889308965,148.39181282465128,-1.2329944475610788,-0.012182422982022184,1751.8641567679083
346.1277368122831,142.62476453292408,-1.3047261102533236,-0.01146578630519158,1757.9050676533147
347.51881310103784,136.747339410295,-1.3709437272587643,-0.010353482829314885,1763.9459785387214
348.5399144343922,130.7942302035589,-1.4295014612565449,-0.008934636734791095,1769.986889424128
349.23781701645714,124.79438684072257,-1.4788401639996855,-0.007311347579766574,1776.0278003095345
349.66936919334984,118.76929881776871,-1.518001273829376,-0.005572753996585379,1782.0687111949412
349.89677069113407,112.73287457237775,-1.5464812112883326,-0.0037813774645562314,1788.1096220803477
349.98499738143914,106.69268654621429,-1.5640755823533663,-0.001972431047420889,1794.1505329657543
349.99998515143085,100.6518059440504,-1.5707309705795391,-0.0001602917825755524,1800.191443851161
350.0,94.61089505894685,-1.5707963267948966,0.0,1806.2323547365675
350.0,88.56998417354002,-1.5707963267948966,0.0,1812.2732656219741
350.0,82.52907328813362,-1.5707963267948966,0.0,1818.3141765073806
349.99999999999994,76.48816240272699,-1.5707963267948966,0.0,1824.3550873927873
350.00000000000006,70.44725151732062,-1.5707963267948966,0.0,1830.3959982781937
350.0,64.40634063191386,-1.5707963267948966,0.0,1836.4369091636004
350.0,58.36542974650718,-1.5707963267948966,0.0,1842.477820049007
350.0,52.324518861100735,-1.5707963267948966,0.0,1848.5187309344135
350.0,46.28360797569412,-1.5707963267948966,0.0,1854.5596418198202
349.99999999999994,40.242697090287706,-1.5707963267948966,0.0,1860.6005527052266
350.0,34.2017862048811,-1.5707963267948966,0.0,1866.6414635906333
349.99999999999994,28.160875319474407,-1.5707963267948966,0.0,1872.68237447604
349.9999999999999,22.11996443406795,-1.5707963267948966,0.0,1878.7232853614464
350.0,16.079053548661264,-1.5707963267948966,0.0,1884.764196246853
350.0,10.03814266325482,-1.5707963267948966,0.0,1890.8051071322595
349.99999999999994,3.997231777848217,-1.5707963267948966,0.0,1896.8460180176662
349.99999999999994,-2.0436791075583574,-1.5707963267948966,0.0,1902.8869289030727
350.0,-8.084589992965023,-1.5707963267948966,0.0,1908.9278397884793
349.9999999999999,-14.125500878371657,-1.5707963267948966,0.0,1914.968750673886
350.0,-20.166411763778036,-1.5707963267948966,0.0,1921.0096615592925
349.9999999999999,-26.20732264918467,-1.5707963267948966,0.0,1927.0505724446991
350.0,-32.24823353459127,-1.5707963267948966,0.0,1933.0914833301056
350.0,-38.289144419998024,-1.5707963267948966,0.0,1939.1323942155122
350.0,-44.330055305404734,-1.5707963267948966,0.0,1945.173305100919
350.0,-50.37096619081115,-1.5707963267948966,0.0,1951.2142159863254
350.00000000000006,-56.4118770762178,-1.5707963267948966,0.0,1957.255126871732
350.00000000000006,-62.452787961624175,-1.5707963267948966,0.0,1963.2960377571385
350.0,-68.49369884703079,-1.5707963267948966,0.0,1969.3369486425452
350.0,-74.53460973243763,-1.5707963267948966,0.0,1975.3778595279518
350.0,-80.57552061784405,-1.5707963267948966,0.0,1981.4187704133583
350.0,-86.61643150325082,-1.5707963267948966,0.0,1987.459681298765
350.0,-92.65734238865707,-1.5707963267948966,0.0,1993.5005921841714
350.0,-98.69825327406377,-1.5707963267948966,0.0,1999.541503069578
349.9928935700394,-104.73915456248962,-1.5752904056519317,-0.0019425965776990128,2005.5824139549845
349.91649397354377,-110.77949300771519,-1.5940318904679405,-0.004355110765077645,2011.6233248403912
