"x","y","theta","k","s"
349.68296782526113,-116.81560853711301,-1.6272915222071818,-0.006739950827762569,2017.6642357257979
349.2059298589009,-122.8370839244763,-1.674729110237173,-0.009030935928376461,2023.7051466112043
348.4035114693841,-128.82352492715123,-1.7354528851177191,-0.011105608433338713,2029.746057496611
347.2041893811502,-134.74284379115943,-1.8076773593358981,-0.01279385331808018,2035.7869683820174
345.55404907022404,-140.55229295210373,-1.888550853621151,-0.01392116145980927,2041.8278792674241
343.42438275660305,-146.20336937924318,-1.9743184393146795,-0.01437880785686434,2047.8687901528308
340.81481015798727,-151.64947312056375,-2.06029148237664,-0.013501302766086094,2053.9097010382375
337.7703962815347,-156.8654790086854,-2.1360370166383644,-0.011622807646437484,2059.950611923644
334.3646932780479,-161.85350187589916,-2.202461510386575,-0.01040408179907153,2065.9915228090504
330.6505614320134,-166.6165581260113,-2.2629708361685847,-0.009662865267179152,2072.032433694457
326.66354124425067,-171.1537770753295,-2.3201186743180138,-0.009296990681274155,2078.0733445798637
322.42726316186224,-175.45924316353202,-2.376010915454955,-0.009258543461843264,2084.11425546527
317.95638451544374,-179.52053397637474,-2.432590264143648,-0.00954241492518254,2090.1551663506766
313.25858409648754,-183.31692038544134,-2.491887380781527,-0.010185024451705988,2096.1960772360835
308.3360755834604,-186.81676436885533,-2.5562898959571747,-0.01127291334079405,2102.23698812149
303.1866439569759,-189.97270625459618,-2.6289097146559963,-0.012964753863749092,2108.2778990068964
297.8062705659433,-192.71539255276656,-2.7136567033554977,-0.015102757514722303,2114.318809892303
292.199701755939,-194.9582917249019,-2.810279201538432,-0.016947744310268766,2120.3597207777098
286.39434457036447,-196.61821838739502,-2.917533263376047,-0.0185654396415003,2126.400631663116
280.4406032659203,-197.6206024756192,-3.033207278973309,-0.019664626394297682,2132.4415425485226
274.4104261641348,-197.91305313147882,3.129801787663781,-0.01999380046182096,2138.4824534339295
268.38871868553633,-197.47950416272573,3.010130008411223,-0.0194686192129723,2144.523364319336
262.4588936903557,-196.34374209573758,2.895841539862679,-0.018220315488996674,2150.5642752047424
256.68910608130716,-194.56374714617465,2.7905438729491117,-0.016521607146538515,2156.6051860901493
251.12529621102982,-192.21652119451733,2.696112997652197,-0.014656808454474037,2162.646096975556
245.790220717962,-189.38651039142638,2.6139081880610013,-0.01249152658168886,2168.6870078609622
240.68538803052337,-186.158809168502,2.5431855924011946,-0.010962479728367712,2174.7279187463687
235.80675288504005,-182.59800060991773,2.4799936995495555,-0.009992570578375885,2180.7688296317756
231.1529216157891,-178.74780695345348,2.4213993089994976,-0.00944252145190471,2186.809740517182
226.72705213245476,-174.63750065161275,2.365107366426777,-0.0092387155409722,2192.8506514025885
222.5380472173481,-170.28603119017612,2.309123954644396,-0.009354812713284274,2198.8915622879954
218.6021229806858,-165.70443824575176,2.2514946863762653,-0.009805451290534421,2204.932473173402
214.94494743986033,-160.89755024932757,2.190051163108195,-0.010649707191835237,2210.9733840588083
211.6049304054581,-155.86536978392257,2.122110780967817,-0.012005264734677591,2217.0142949442147
208.6392597789381,-150.6042999106084,2.044035283798916,-0.014078145209757342,2223.0552058296216
206.12173865514967,-145.11505915359928,1.9573859848083663,-0.014332549423545267,2229.096116715028
204.08666101208416,-139.42920026958146,1.8722532390392355,-0.013713274817742318,2235.1370276004345
202.5276524106495,-133.59457339628293,1.792795248310535,-0.01244152115745905,2241.1779384858414
201.41071430013218,-127.65908228936419,1.7226255928373537,-0.010646901859920666,2247.218849371248
200.67784848458444,-121.66365384225675,1.6643868820816832,-0.008508173782344678,2253.2597602566543
200.25499284321376,-115.63806761509893,1.619669813501256,-0.006186660244355533,2259.300671142061
200.05900092432128,-109.60057164896193,1.5892292705739648,-0.0037913872878680296,2265.3415820274677
200.00301449678776,-103.55998473203137,1.573332869150323,-0.0013769821625305141,2271.382492912874
199.998975145381,-97.51907652811657,1.5720300831596803,0.0010393664733076118,2277.4234037982806
199.95872956362996,-91.4783451545928,1.5853207815294466,0.0034545053952326483,2283.4643146836875
199.7942042753252,-85.4398714758759,1.6131714513398554,0.005854733858010038,2289.505225569094
199.4181001769755,-79.4111311002754,1.655377016195655,0.008191990232461368,2295.5461364545004
198.74643406280998,-73.40847051189928,1.7112873796366745,0.010365472640206671,2301.5870473399073
197.70282243545614,-67.45958080001331,1.7794907951775634,0.012219633993955514,2307.6279582253137
196.22607683232664,-61.60353896629978,1.8575302265998592,0.013574507728219276,2313.66886911072
194.2772857968838,-55.88750396201458,1.9419436348378063,0.014288302112153916,2319.7097799961266
191.8452313502175,-50.35986870510232,2.0286905871689456,0.014323217911085146,2325.7506908815335
188.95427178638923,-45.05748055136397,2.1090329108536396,0.012234725238904117,2331.79160176694
185.67629252822584,-39.984732910548495,2.1784810686790568,0.010796157433341428,2337.8325126523464
182.0725357234064,-35.13770294079734,2.24086809668302,0.009891918157070063,2343.8734235377533
178.18420114148532,-30.515669630829432,2.299008966626556,0.009393881666335882,2349.9143344231597
174.0389589643576,-26.122495012152047,2.3551400816383015,0.009235795964011936,2355.955245308566
169.65454514117988,-21.967988659718664,2.4112350648224203,0.009397218503093389,2361.996156193973
165.04105277930745,-18.06952484119066,2.4692623134322744,0.009898587829240399,2368.0370670793795
160.20257043202332,-14.454291575312162,2.531441336256482,0.010806029981395647,2374.077977964786
155.13838716577402,-11.163076276000702,2.600561766569563,0.012247735691341815,2380.1188888501924
149.8447814580057,-8.256026485949878,2.6804275458182363,0.014325474955702019,2386.1597997355993
144.32428140056027,-5.807931177108009,2.7671028312021666,0.014245748001818543,2392.200710621006
138.61078543793195,-3.851981090248268,2.851134745108641,0.013417610779785472,2398.2416215064122
132.7539807850927,-2.3784814670138488,2.9281468213342148,0.011922309761987717,2404.282532391819
126.80391706268405,-1.3415147581783669,2.9946979598167616,0.009978756278965118,2410.3234432772256
120.80130938620442,-0.6688788133542449,3.048825495588943,0.00783840022758612,2416.364354162632
114.77352181068349,-0.2769512885831965,3.0899557510228304,0.005699384860135629,2422.4052650480385
108.73590376209742,-0.08288002905259391,3.118475829230966,0.003680243115262985,2428.4461759334454
102.69546654121615,-0.011790870478260333,3.1352935964563424,0.0018340270245765886,2434.487086818852
96.65457416601588,-2.0814588286825793e-5,3.141503148558789,0.00017399149606413638,2440.5279977042583
90.61366328109818,0.0,3.141592653589793,0.0,2446.568908589665
84.57275239569165,0.0,3.141592653589793,0.0,2452.6098194750716
78.5318415102852,0.0,3.141592653589793,0.0,2458.650730360478
72.49093062487944,0.0,3.141592653589793,0.0,2464.6916412458845
66.4500197394724,0.0,3.141592653589793,0.0,2470.7325521312914
60.4091088540661,0.0,3.141592653589793,0.0,2476.773463016698
54.36819796865935,0.0,3.141592653589793,0.0,2482.8143739021043
48.32728708325248,0.0,3.141592653589793,0.0,2488.855284787511
42.28637619784597,0.0,3.141592653589793,0.0,2494.8961956729177
36.245465312439336,0.0,3.141592653589793,0.0,2500.937106558324
30.204554427032527,0.0,3.141592653589793,0.0,2506.978017443731
24.163643541626076,0.0,3.141592653589793,0.0,2513.0189283291375
18.12273265621973,0.0,3.141592653589793,0.0,2519.059839214544
12.081821770813228,0.0,3.141592653589793,0.0,2525.1007500999503
6.0409108854062685,0.0,3.141592653589793,0.0,2531.1416609853572
